isolate,start,end
72407.2546.con.0003|provirus_198056_249075,198056,249075
72407.2248.con.0007|provirus_229904_269530,229904,269530
72407.2248.con.0007|provirus_18709_74701,18709,74701
72407.2248.con.0011|provirus_1_38839,1,38839
72407.2769.con.0015|provirus_42340_90563,42340,90563
72407.2769.con.0030|provirus_1_44436,1,44436
72407.2769.con.0039|provirus_27158_35926,27158,35926
72407.2769.con.0013|provirus_1_27379,1,27379
72407.2769.con.0009|provirus_177696_183288,177696,183288
573.65966.con.0018|provirus_2_32302,2,32302
573.65966.con.0001|provirus_684333_726924,684333,726924
573.65966.con.0003|provirus_2_31227,2,31227
573.65966.con.0010|provirus_196340_209288,196340,209288
573.65966.con.0004|provirus_371506_390441,371506,390441
72407.2295.con.0015|provirus_75231_101615,75231,101615
72407.2295.con.0006|provirus_2_27631,2,27631
72407.2295.con.0006|provirus_50205_97827,50205,97827
72407.2295.con.0021|provirus_55615_66371,55615,66371
72407.2295.con.0013|provirus_182999_192130,182999,192130
72407.2295.con.0013|provirus_80047_91424,80047,91424
72407.2198.con.0013|provirus_1_23072,1,23072
72407.2198.con.0003|provirus_684_17254,684,17254
72407.2198.con.0005|provirus_107678_153625,107678,153625
72407.2198.con.0009|provirus_20_32997,20,32997
72407.2198.con.0004|provirus_217684_238027,217684,238027
72407.2198.con.0030|provirus_2_10005,2,10005
72407.2198.con.0005|provirus_80817_99988,80817,99988
72407.2293.con.0019|provirus_223_7860,223,7860
72407.2293.con.0022|provirus_17_39331,17,39331
72407.2293.con.0026|provirus_2_43476,2,43476
72407.2293.con.0049|provirus_2_14314,2,14314
573.66238.con.0011|provirus_133422_166878,133422,166878
573.66238.con.0003|provirus_1110_57743,1110,57743
72407.2251.con.0025|provirus_12_29155,12,29155
72407.2251.con.0017|provirus_3_38796,3,38796
72407.2251.con.0008|provirus_198941_242181,198941,242181
72407.2251.con.0008|provirus_188_53171,188,53171
573.66483.con.0023|provirus_1_34504,1,34504
573.66483.con.0019|provirus_39_12995,39,12995
573.66483.con.0016|provirus_2_7763,2,7763
573.66483.con.0024|provirus_29846_59952,29846,59952
573.66483.con.0007|provirus_209356_230759,209356,230759
573.66483.con.0017|provirus_168_14219,168,14219
573.66483.con.0007|provirus_6548_22651,6548,22651
573.66483.con.0002|provirus_478135_489866,478135,489866
573.66483.con.0002|provirus_111220_125456,111220,125456
573.66326.con.0022|provirus_41019_75522,41019,75522
573.66326.con.0012|provirus_235_33241,235,33241
573.66326.con.0019|provirus_86999_96972,86999,96972
573.66326.con.0015|provirus_2_7763,2,7763
573.66326.con.0023|provirus_34_30140,34,30140
573.66326.con.0005|provirus_281154_293952,281154,293952
573.66326.con.0007|provirus_1_21404,1,21404
573.66326.con.0016|provirus_168_14219,168,14219
573.66326.con.0007|provirus_208109_224212,208109,224212
573.66326.con.0002|provirus_2_11733,2,11733
573.66326.con.0002|provirus_364412_379189,364412,379189
72407.2396.con.0015|provirus_88887_121964,88887,121964
72407.2396.con.0024|provirus_2_9454,2,9454
72407.2417.con.0016|provirus_716_14871,716,14871
72407.2417.con.0021|provirus_1_25178,1,25178
72407.2417.con.0009|provirus_203069_210949,203069,210949
574.96.con.0033|provirus_55_11343,55,11343
574.96.con.0018|provirus_3_12773,3,12773
574.96.con.0023|provirus_22663_60586,22663,60586
574.96.con.0004|provirus_49509_61129,49509,61129
573.67371.con.0002|provirus_272745_321971,272745,321971
573.67371.con.0001|provirus_291789_335949,291789,335949
573.67371.con.0009|provirus_1_34947,1,34947
573.67371.con.0036|provirus_151_16545,151,16545
72407.2802.con.0010|provirus_112134_168565,112134,168565
72407.2802.con.0024|provirus_1_19737,1,19737
72407.2802.con.0004|provirus_250614_305923,250614,305923
72407.2802.con.0004|provirus_187919_227541,187919,227541
72407.2802.con.0025|provirus_55598_72627,55598,72627
574.65.con.0006|provirus_119711_166790,119711,166790
574.65.con.0032|provirus_2_33260,2,33260
574.65.con.0027|provirus_3_47123,3,47123
574.65.con.0026|provirus_22_45340,22,45340
574.65.con.0017|provirus_410_25459,410,25459
574.65.con.0026|provirus_67915_80814,67915,80814
573.66337.con.0022|provirus_1_34504,1,34504
573.66337.con.0012|provirus_235_33241,235,33241
573.66337.con.0020|provirus_2_7763,2,7763
573.66337.con.0023|provirus_29846_59952,29846,59952
573.66337.con.0005|provirus_281154_293952,281154,293952
573.66337.con.0018|provirus_1_9974,1,9974
573.66337.con.0015|provirus_94536_108587,94536,108587
573.66337.con.0007|provirus_209356_230759,209356,230759
573.66337.con.0007|provirus_6548_22651,6548,22651
573.66337.con.0002|provirus_2_11733,2,11733
573.66337.con.0002|provirus_364412_379189,364412,379189
573.66277.con.0022|provirus_1_34504,1,34504
573.66277.con.0012|provirus_235_33241,235,33241
573.66277.con.0019|provirus_86999_96972,86999,96972
573.66277.con.0023|provirus_29846_59952,29846,59952
573.66277.con.0015|provirus_103806_111567,103806,111567
573.66277.con.0005|provirus_281154_293952,281154,293952
573.66277.con.0007|provirus_209356_230759,209356,230759
573.66277.con.0016|provirus_168_14219,168,14219
573.66277.con.0007|provirus_6548_22651,6548,22651
573.66277.con.0002|provirus_2_11733,2,11733
573.66277.con.0002|provirus_364412_379189,364412,379189
72407.2535.con.0001|provirus_165745_221249,165745,221249
573.66263.con.0016|provirus_86999_99955,86999,99955
573.66263.con.0021|provirus_2_41061,2,41061
573.66263.con.0022|provirus_34_30140,34,30140
573.66263.con.0019|provirus_86629_94390,86629,94390
573.66263.con.0014|provirus_94536_108587,94536,108587
573.66263.con.0007|provirus_209356_230759,209356,230759
573.66263.con.0007|provirus_6548_22651,6548,22651
573.66263.con.0002|provirus_2_11733,2,11733
573.66263.con.0002|provirus_364412_379189,364412,379189
72407.259.con.0006|provirus_58_4119,58,4119
72407.259.con.0014|provirus_84385_122542,84385,122542
72407.259.con.0032|provirus_1_11543,1,11543
72407.259.con.0003|provirus_259996_276099,259996,276099
72407.259.con.0026|provirus_55106_67526,55106,67526
72407.2432.con.0004|provirus_297119_348541,297119,348541
72407.262.con.0015|provirus_98320_122334,98320,122334
72407.262.con.0018|provirus_71_12596,71,12596
72407.262.con.0016|provirus_82156_112498,82156,112498
72407.262.con.0024|provirus_2_15804,2,15804
72407.262.con.0002|provirus_6744_22847,6744,22847
72407.262.con.0033|provirus_44433_54744,44433,54744
72407.2625.con.0003|provirus_3_43018,3,43018
72407.2625.con.0017|provirus_81620_105168,81620,105168
72407.2625.con.0010|provirus_166607_210291,166607,210291
72407.2625.con.0026|provirus_1_24499,1,24499
72407.2625.con.0038|provirus_11442_36854,11442,36854
72407.2625.con.0028|provirus_49298_60606,49298,60606
573.65965.con.0002|provirus_87068_129192,87068,129192
573.65965.con.0019|provirus_18333_60249,18333,60249
573.65965.con.0010|provirus_9949_45689,9949,45689
573.65965.con.0004|provirus_354_30854,354,30854
573.66296.con.0003|provirus_20_32470,20,32470
573.66296.con.0001|provirus_431049_478164,431049,478164
573.66296.con.0019|provirus_17513_38374,17513,38374
573.66296.con.0003|provirus_94619_109722,94619,109722
573.66474.con.0011|provirus_133422_166878,133422,166878
573.66474.con.0003|provirus_325393_382026,325393,382026
72407.2614.con.0009|provirus_137913_177324,137913,177324
72407.2614.con.0005|provirus_234666_248295,234666,248295
72407.2614.con.0006|provirus_201_36598,201,36598
72407.2614.con.0031|provirus_2_44827,2,44827
72407.2614.con.0011|provirus_4_23035,4,23035
72407.2614.con.0006|provirus_60139_98137,60139,98137
72407.2614.con.0015|provirus_39505_50306,39505,50306
72407.2614.con.0048|provirus_18638_25232,18638,25232
573.66398.con.0012|provirus_1_41279,1,41279
573.66398.con.0006|provirus_3_16313,3,16313
573.66398.con.0008|provirus_282998_329062,282998,329062
573.66398.con.0010|provirus_196196_216055,196196,216055
573.66398.con.0003|provirus_501753_540828,501753,540828
573.66398.con.0006|provirus_355033_371318,355033,371318
573.66398.con.0008|provirus_56360_67232,56360,67232
72407.2527.con.0010|provirus_1_36487,1,36487
72407.2527.con.0015|provirus_91375_103888,91375,103888
72407.2527.con.0002|provirus_1_28891,1,28891
72407.2527.con.0033|provirus_2_8777,2,8777
72407.2527.con.0011|provirus_19871_27630,19871,27630
72407.2527.con.0001|provirus_713226_754422,713226,754422
573.66463.con.0021|provirus_24529_81594,24529,81594
72407.2444.con.0013|provirus_133470_165219,133470,165219
72407.2444.con.0011|provirus_157485_188514,157485,188514
72407.2444.con.0007|provirus_196408_230504,196408,230504
72407.2444.con.0009|provirus_189078_205299,189078,205299
72407.2444.con.0004|provirus_186819_225427,186819,225427
72407.2222.con.0008|provirus_6731_21382,6731,21382
72407.2222.con.0011|provirus_75372_85897,75372,85897
72407.251.con.0011|provirus_130178_154192,130178,154192
72407.251.con.0001|provirus_394334_437417,394334,437417
72407.251.con.0003|provirus_2_15804,2,15804
72407.251.con.0002|provirus_432656_448759,432656,448759
72407.251.con.0001|provirus_71_23724,71,23724
72407.2663.con.0006|provirus_77541_84169,77541,84169
72407.2663.con.0086|provirus_7422_21950,7422,21950
72407.2571.con.0024|provirus_55664_89285,55664,89285
72407.2571.con.0011|provirus_2_5144,2,5144
72407.2571.con.0037|provirus_33852_44583,33852,44583
72407.2571.con.0032|provirus_44_27344,44,27344
72407.2256.con.0001|provirus_802750_854451,802750,854451
72407.2256.con.0017|provirus_7998_46291,7998,46291
72407.2256.con.0001|provirus_976351_1015516,976351,1015516
72407.2256.con.0004|provirus_191935_205154,191935,205154
72407.2217.con.0008|provirus_32444_80604,32444,80604
72407.2217.con.0001|provirus_708428_747689,708428,747689
72407.2217.con.0002|provirus_259191_318666,259191,318666
574.104.con.0026|provirus_463_50231,463,50231
574.104.con.0023|provirus_6533_45141,6533,45141
573.66242.con.0021|provirus_41020_75523,41020,75523
573.66242.con.0016|provirus_86999_99955,86999,99955
573.66242.con.0019|provirus_2_7763,2,7763
573.66242.con.0022|provirus_29846_59952,29846,59952
573.66242.con.0014|provirus_94536_108587,94536,108587
573.66242.con.0007|provirus_209356_230759,209356,230759
573.66242.con.0007|provirus_6548_22651,6548,22651
573.66242.con.0002|provirus_478135_489893,478135,489893
573.66242.con.0002|provirus_111220_125456,111220,125456
72407.266.con.0011|provirus_130448_154462,130448,154462
72407.266.con.0006|provirus_87545_130628,87545,130628
72407.266.con.0028|provirus_47974_63776,47974,63776
72407.266.con.0007|provirus_187434_203537,187434,203537
573.66325.con.0012|provirus_133470_166926,133470,166926
573.66325.con.0021|provirus_96696_110446,96696,110446
574.108.con.0029|provirus_20331_58067,20331,58067
574.108.con.0013|provirus_14286_53075,14286,53075
574.108.con.0044|provirus_68_9754,68,9754
574.108.con.0009|provirus_7950_21843,7950,21843
JAOCNF010000017|provirus_1102_50806,1102,50806
JAOCNF010000002|provirus_3_21524,3,21524
JAOCNF010000005|provirus_192435_207091,192435,207091
573.66446.con.0020|provirus_3_21971,3,21971
573.66446.con.0002|provirus_270594_321838,270594,321838
573.66446.con.0016|provirus_48_11489,48,11489
573.66446.con.0002|provirus_447588_486196,447588,486196
573.67359.con.0033|provirus_2_23037,2,23037
573.67359.con.0012|provirus_3_40871,3,40871
573.67359.con.0031|provirus_738_16682,738,16682
573.67359.con.0030|provirus_23368_37121,23368,37121
573.67359.con.0021|provirus_42306_80411,42306,80411
573.67359.con.0011|provirus_92014_111504,92014,111504
573.67359.con.0025|provirus_59422_70920,59422,70920
72407.2274.con.0019|provirus_52889_96055,52889,96055
72407.2274.con.0025|provirus_1_34628,1,34628
72407.2274.con.0002|provirus_267979_304022,267979,304022
573.66473.con.0022|provirus_24529_81594,24529,81594
573.66527.con.0005|provirus_268253_303844,268253,303844
573.66527.con.0025|provirus_2_17097,2,17097
573.66527.con.0012|provirus_124735_168079,124735,168079
573.66527.con.0010|provirus_149453_166605,149453,166605
573.66527.con.0016|provirus_2_16667,2,16667
573.67372.con.0004|provirus_207644_256870,207644,256870
573.67372.con.0002|provirus_291789_335949,291789,335949
573.67372.con.0031|provirus_36565_52959,36565,52959
573.67372.con.0007|provirus_176928_211874,176928,211874
573.66464.con.0021|provirus_24529_81594,24529,81594
72407.2622.con.0005|provirus_282009_325024,282009,325024
72407.2622.con.0010|provirus_1_23549,1,23549
72407.2622.con.0011|provirus_1_43685,1,43685
72407.2622.con.0017|provirus_1_24499,1,24499
72407.2622.con.0013|provirus_102503_140271,102503,140271
72407.2622.con.0005|provirus_49298_60606,49298,60606
573.66402.con.0022|provirus_1_8118,1,8118
573.66402.con.0003|provirus_20_32470,20,32470
573.66402.con.0001|provirus_266750_313865,266750,313865
573.66402.con.0003|provirus_94619_109722,94619,109722
72407.2642.con.0026|provirus_55574_89180,55574,89180
72407.2642.con.0002|provirus_2_42042,2,42042
573.66426.con.0012|provirus_1_41279,1,41279
573.66426.con.0006|provirus_1_46065,1,46065
573.66426.con.0009|provirus_3_19862,3,19862
573.66426.con.0004|provirus_341796_359199,341796,359199
573.66426.con.0003|provirus_42171_81246,42171,81246
573.66426.con.0006|provirus_261830_272702,261830,272702
573.66471.con.0010|provirus_45774_97366,45774,97366
573.66471.con.0007|provirus_202091_237225,202091,237225
573.66471.con.0010|provirus_126041_137805,126041,137805
573.66471.con.0005|provirus_341064_352450,341064,352450
72407.2878.con.0001|provirus_45828_95768,45828,95768
72407.2878.con.0052|provirus_6_13750,6,13750
72407.2878.con.0012|provirus_113679_144835,113679,144835
573.66226.con.0022|provirus_27157_49125,27157,49125
573.66226.con.0005|provirus_206527_257771,206527,257771
573.66226.con.0015|provirus_133469_144910,133469,144910
573.66226.con.0005|provirus_42169_80777,42169,80777
72407.2547.con.0042|provirus_20287_36191,20287,36191
72407.2547.con.0089|provirus_6872_20080,6872,20080
72407.2547.con.0050|provirus_3_14639,3,14639
72407.2227.con.0003|provirus_195890_213360,195890,213360
72407.2227.con.0001|provirus_220856_253558,220856,253558
573.66403.con.0014|provirus_20_32470,20,32470
573.66403.con.0001|provirus_266750_313865,266750,313865
573.66403.con.0026|provirus_17513_25630,17513,25630
72407.2379.con.0008|provirus_60665_96657,60665,96657
72407.2379.con.0018|provirus_19421_68914,19421,68914
573.66036.con.0004|provirus_314172_348937,314172,348937
573.66036.con.0019|provirus_55142_85535,55142,85535
573.66036.con.0001|provirus_440131_456234,440131,456234
573.66036.con.0003|provirus_97285_118996,97285,118996
573.66244.con.0021|provirus_1_34504,1,34504
573.66244.con.0016|provirus_37_12993,37,12993
573.66244.con.0019|provirus_2_7763,2,7763
573.66244.con.0022|provirus_29846_59952,29846,59952
573.66244.con.0014|provirus_94536_108587,94536,108587
573.66244.con.0007|provirus_209356_230759,209356,230759
573.66244.con.0007|provirus_6548_22651,6548,22651
573.66244.con.0002|provirus_2_11733,2,11733
573.66244.con.0002|provirus_364412_379189,364412,379189
72407.2755.con.0005|provirus_210556_253572,210556,253572
72407.2755.con.0011|provirus_44125_82119,44125,82119
72407.2613.con.0016|provirus_14_34154,14,34154
72407.2613.con.0066|provirus_578_5820,578,5820
573.66246.con.0011|provirus_27157_60613,27157,60613
573.66246.con.0002|provirus_1110_57743,1110,57743
573.65988.con.0024|provirus_1_12719,1,12719
573.65988.con.0009|provirus_196222_234725,196222,234725
573.65988.con.0006|provirus_94_8860,94,8860
72407.2772.con.0003|provirus_204569_238489,204569,238489
72407.2772.con.0019|provirus_23137_65962,23137,65962
72407.2772.con.0033|provirus_2_8750,2,8750
72407.2772.con.0039|provirus_3_11590,3,11590
573.66329.con.0010|provirus_133470_166926,133470,166926
573.66329.con.0020|provirus_96696_110446,96696,110446
573.66462.con.0010|provirus_209912_249654,209912,249654
573.66462.con.0007|provirus_280389_293517,280389,293517
573.66462.con.0017|provirus_96268_111279,96268,111279
573.66462.con.0011|provirus_1_33722,1,33722
573.66462.con.0007|provirus_18790_73539,18790,73539
573.66462.con.0009|provirus_172851_186464,172851,186464
573.66548.con.0011|provirus_107402_140408,107402,140408
573.66548.con.0018|provirus_86999_96972,86999,96972
573.66548.con.0005|provirus_1_12799,1,12799
573.66548.con.0023|provirus_34_30140,34,30140
573.66548.con.0014|provirus_103806_111567,103806,111567
573.66548.con.0007|provirus_1_21404,1,21404
573.66548.con.0015|provirus_168_14219,168,14219
573.66548.con.0007|provirus_208109_224212,208109,224212
573.66548.con.0002|provirus_478135_489866,478135,489866
573.66548.con.0002|provirus_111220_125456,111220,125456
